TOTALFILES: 6
1	./xmlrole.c	4041
2	./before.c	1106
3	./http_core.c	11986
4	./http_main.c	27300
5	./mod_proxy.c	3779
6	./after.c	1108
TOTALCLONES: 150
./http_core.c                           	     2	   236	  8017	  8071  1828     8  1839     8  50980  51212
./http_core.c                           	     2	   201	  8071	  8126  1839     8  1850     8  51212  51454
./http_core.c                           	     2	   319	  8173	  8237  1858     8  1870     5  51661  51998
./http_core.c                           	     2	   201	  8306	  8361  1885     8  1896     8  52320  52566
./http_core.c                           	     2	   201	  8361	  8416  1896     8  1909     8  52566  52832
./http_core.c                           	     2	   234	  8577	  8635  1942     8  1953     8  53742  53993
./http_core.c                           	     2	   235	  8577	  8818  1942     8  1987     8  53742  55074
./http_core.c                           	     2	   235	  8760	  9001  1976     8  2023     8  54820  56328
./http_core.c                           	     2	   234	  8943	  9001  2010     8  2023     8  55948  56328
./http_core.c                           	     2	   319	 10177	 10241  2246    10  2259     5  62046  62427
./http_core.c                           	     2	   290	 10611	 10806  2343     8  2382     5  64752  66071
./http_core.c                           	     2	   289	 10638	 10693  2345    43  2357     5  64867  65205
./http_core.c                           	     2	   290	 10724	 10919  2366     8  2406     5  65524  66907
./http_core.c                           	     2	   289	 10864	 10919  2393    43  2406     5  66526  66907
./http_core.c                           	     2	   396	  7162	  7229  1636     8  1648     5  46058  46394
./http_main.c                           	     3	   422	  1923	  1988   958     8   975     8  26873  27314
./http_main.c                           	     3	   422	  1988	  2053   975     8  1013     8  27314  28143
./http_main.c                           	     3	   246	  2947	  3013  1299     8  1307     5  35213  35494
./http_main.c                           	     3	   247	  2947	  3047  1299     8  1311     5  35213  35635
./http_main.c                           	     3	   248	  2947	  3081  1299     8  1315     5  35213  35772
./http_main.c                           	     3	   249	  2947	  3115  1299     8  1319     5  35213  35910
./http_main.c                           	     3	   250	  2947	  3149  1299     8  1323     5  35213  36052
./http_main.c                           	     3	   251	  2947	  3183  1299     8  1327     5  35213  36192
./http_main.c                           	     3	   252	  2947	  3217  1299     8  1331     5  35213  36337
./http_main.c                           	     3	   252	  2981	  3251  1303     8  1335     5  35354  36432
./http_main.c                           	     3	   251	  3015	  3251  1307     8  1335     5  35497  36432
./http_main.c                           	     3	   250	  3049	  3251  1311     8  1335     5  35638  36432
./http_main.c                           	     3	   249	  3083	  3251  1315     8  1335     5  35775  36432
./http_main.c                           	     3	   248	  3117	  3251  1319     8  1335     5  35913  36432
./http_main.c                           	     3	   247	  3151	  3251  1323     8  1335     5  36055  36432
./http_main.c                           	     3	   246	  3185	  3251  1327     8  1335     5  36195  36432
./http_main.c                           	     3	   377	  6978	  7077  2476     8  2491     8  68160  68476
./http_main.c                           	     3	   377	  7077	  7176  2491     8  2511     1  68476  68868
./http_main.c                           	     3	   283	 10392	 10450  3430     5  3437     2  94249  94523
./http_main.c                           	     3	   286	 10392	 10480  3430     5  3441     2  94249  94668
./http_main.c                           	     3	   287	 10392	 10510  3430     5  3445     2  94249  94810
./http_main.c                           	     3	   283	 10422	 10480  3433     5  3441     2  94384  94668
./http_main.c                           	     3	   287	 10422	 10540  3433     5  3448     2  94384  94936
./http_main.c                           	     3	   283	 10452	 10510  3437     5  3445     2  94526  94810
./http_main.c                           	     3	   286	 10452	 10540  3437     5  3448     2  94526  94936
./http_main.c                           	     3	   283	 10482	 10540  3441     5  3448     2  94671  94936
./http_main.c                           	     3	   283	 10551	 10609  3451     8  3458     5  94996  95274
./http_main.c                           	     3	   311	 10581	 10643  3454     8  3463     5  95130  95445
./http_main.c                           	     3	   311	 10615	 10677  3459     8  3468     5  95306  95616
./http_main.c                           	     3	   311	 10649	 10711  3464     8  3474     5  95477  95847
./http_main.c                           	     3	   283	 10735	 10793  3477     8  3482     5  95952  96193
./http_main.c                           	     3	   156	 11916	 11973  3816     8  3825     5 105741 106030
./http_main.c                           	     3	   156	 11979	 12036  3827     8  3837     5 106089 106346
./http_main.c                           	     3	   253	 12725	 12776  4046     8  4055     5 111983 112208
./http_main.c                           	     3	   253	 12845	 12896  4080     8  4089     5 112700 112925
./http_main.c                           	     3	   214	 14927	 14978  4862    12  4874    54 135606 135999
./http_main.c                           	     3	   467	 17639	 17694  5672     6  5679     2 159124 159366
./http_main.c                           	     3	   472	 17639	 17723  5672     6  5683     2 159124 159493
./http_main.c                           	     3	   467	 17668	 17723  5676     6  5683     2 159253 159493
./http_main.c                           	     3	   214	 19341	 19392  6237    12  6248    54 176110 176513
./http_main.c                           	     3	   183	 20454	 20507  6553    26  6560    36 185294 185562
./http_main.c                           	     3	   458	 20579	 20773  6577    15  6617    49 185930 187433
./http_main.c                           	     3	   183	 21326	 21379  6770    26  6777    36 191490 191754
./http_main.c                           	     3	   458	 21527	 21721  6807     8  6845    42 192738 194096
./http_main.c                           	     3	   343	 23745	 23798  7290    25  7297    51 210480 210943
./http_main.c                           	     3	   343	 23868	 23921  7312    25  7319    45 211741 212221
./http_main.c                           	     3	   467	 25065	 25120  7601     6  7608     2 220353 220595
./http_main.c                           	     3	   472	 25065	 25149  7601     6  7616     9 220353 220903
./http_main.c                           	     3	   467	 25094	 25149  7605     6  7616     9 220482 220903
./mod_proxy.c                           	     4	   396	  3705	  3772   812    13   823     5  25155  25466
./mod_proxy.c                           	     4	   174	  2134	  2318   507     8   541     8  16725  17728
./mod_proxy.c                           	     4	   376	  2166	  2313   512    25   535     5  16894  17665
./mod_proxy.c                           	     4	   369	  2929	  3005   672     8   685     8  21020  21391
./mod_proxy.c                           	     4	   370	  2929	  3081   672     8   698     8  21020  21770
./mod_proxy.c                           	     4	   370	  3005	  3157   685     8   711     8  21391  22143
./mod_proxy.c                           	     4	   369	  3081	  3157   698     8   711     8  21770  22143
./mod_proxy.c                           	     4	   134	  3157	  3236   711     8   727     8  22143  22633
./mod_proxy.c                           	     4	   134	  3236	  3315   727     8   743     8  22633  23123
./mod_proxy.c                           	     4	   174	  3315	  3499   743     8   774     8  23123  24083
./mod_proxy.c                           	     4	   376	  3347	  3494   748    25   771     5  23292  24060
./after.c                               	     5	   215	     2	   511    84    13   196     8   3514   6779
./after.c                               	     5	   177	   562	   652   206     8   220     5   7051   7440
./after.c                               	     5	   141	   705	  1107   233     8   334     1   7779  10616
./after.c                               	     5	   131	   719	  1019   236     5   285     4   7850   9069
