%call_w.dat--------------------------------------
%call_w.dat, part of AZ_PROJ v1.1
% (C) Joseph Mack 1997,8
%
% label file to display the numbers of the call areas (0..9)
% This file puts the appropriate number in the center of each call area.
% Use with /draw_USA_call_areas (in az_ini.ps) ON.
%
% distributed under GPL, see COPYING, which accompanies the AZ_PROJ package
% This file needs AZ_PROJ v1.04 (at least)
%
% label: a string centered on the lat/lon point
% (cf annot, which is drawn above the lat/lon point, with a blob on the lat/lon point)
%
% To add a label at lat/lon (decimal degrees, not deg:min:sec) add a line like
%
%label:string(can include blanks):lat(real):long(real):font_size(real 1-10):string ignored by AZ_PROJ
%
%font_size is 1 (small) to 10 (large), null defaults to 1
%
label:0:40:-98:1:USA call area 0
label:1:44:-71:1:
label:2:43:-76:1:
%label:3:40.5:-78:1:
label:3:FN10am:1:location entered by gridsquare
label:4:33:-83:1:
label:5:32:-100:1:
label:6:35.5:-119.5:1:
label:7:40:-115:1:
label:8:40:-83:1:
label:9:40:-88:1:USA call area 9
%end of call_w labels
%--------------------------------------
%geographical borders of US call areas
%W6 border
    2  39.300  -79.283
    1  39.350  -79.250
    1  39.417  -79.133
    2  39.467  -79.100
    1  39.483  -79.050
    1  39.450  -78.983
    2  39.450  -78.950
    1  39.550  -78.850
    2  39.567  -78.800
    1  39.583  -78.817
    3  39.633  -78.783
    2  39.617  -78.733
    1  39.600  -78.750
    2  39.567  -78.750
    1  39.533  -78.667
    3  39.517  -78.583
    2  39.533  -78.467
    2  39.550  -78.417
    2  39.583  -78.450
    2  39.600  -78.400
    1  39.617  -78.433
    2  39.617  -78.433
    1  39.650  -78.350
    2  39.633  -78.283
    1  39.683  -78.217
    4  39.700  -78.183
    1  39.700  -78.133
    2  39.650  -78.050
    2  39.600  -78.000
    1  39.600  -77.950
    1  39.600  -77.917
    1  39.600  -77.883
    1  39.617  -77.867
    3  39.600  -77.833
    2  39.567  -77.833
    2  39.550  -77.883
    2  39.517  -77.850
    1  39.533  -77.833
    2  39.533  -77.817
    2  39.500  -77.833
    2  39.500  -77.767
    2  39.450  -77.800
    2  39.417  -77.733
    1  39.350  -77.750
    5  39.333  -77.733
%W8 - W4
 9084  39.333  -77.733 ***** VA - WV
    4  39.150  -77.833
    3  39.450  -78.333
    1  39.417  -78.350
    4  39.333  -78.367
    2  39.267  -78.417
    2  39.167  -78.417
    1  39.067  -78.517
    1  39.017  -78.550
    3  38.967  -78.600
    1  38.967  -78.633
    1  38.933  -78.667
    2  38.917  -78.700
    2  38.933  -78.750
    3  38.783  -78.867
    3  38.850  -79.000
    2  38.733  -79.083
    2  38.667  -79.100
    2  38.633  -79.150
    1  38.517  -79.200
    4  38.417  -79.283
    2  38.483  -79.517
    1  38.500  -79.500
    2  38.567  -79.550
    4  38.583  -79.650
    1  38.517  -79.667
    1  38.500  -79.683
    2  38.433  -79.700
    1  38.400  -79.717
    1  38.367  -79.733
    1  38.367  -79.767
    2  38.317  -79.800
    2  38.267  -79.800
    2  38.167  -79.917
    1  38.100  -79.933
    2  38.017  -79.983
    2  37.833  -80.200
    1  37.717  -80.250
    2  37.683  -80.283
    1  37.667  -80.283
    2  37.633  -80.217
    2  37.567  -80.300
    1  37.550  -80.300
    2  37.533  -80.267
    5  37.433  -80.450
    1  37.433  -80.483
    1  37.467  -80.483
    2  37.467  -80.500
    1  37.450  -80.567
    2  37.383  -80.750
    1  37.400  -80.783
    1  37.417  -80.800
    3  37.433  -80.850
    2  37.383  -80.883
    2  37.350  -80.867
    2  37.317  -80.900
    2  37.283  -80.950
    1  37.317  -81.000
    1  37.283  -81.017
    2  37.283  -81.150
    3  37.250  -81.217
    3  37.333  -81.367
    2  37.267  -81.417
    2  37.267  -81.483
    3  37.200  -81.567
    2  37.217  -81.650
    1  37.233  -81.717
    2  37.283  -81.750
    3  37.283  -81.833
    1  37.333  -81.867
    2  37.367  -81.933
    2  37.433  -81.933
    2  37.467  -81.983
    2  37.517  -81.950
    5  37.533  -81.967
%--------------------------------------call_w.dat
