%--------------------------------------
% % File gridw3ep.dat, worked grid squares on 6m by w3ep
% grid.dat formatted data file for az_proj v1.04
% (C) Joseph Mack (C) 1996
%
% You need AZ_PROJv1.04 to run this file
%
% contains information about contacts by freq and propagation mode
%
% The band to be displayed is selected in
% the array "/bands_plotted" in az_ini.ps
% the grid worked will be colored/marked according to the propagation mode used.
% the propagation modes are primarily of interest to VHF'ers
% The equivelent for HF'ers would be the dxcc list, by band and mode (CW, ssb...)
%
% the line grid:50:F2:FM19 is parsed as -
% grid: symbol to show that following data is a worked grid
% 50: band the grid was worked on
% F2: propagation mode (F2, Es, EME, Au, Ms, TEP)
% FM19 grid worked
%
% Ms and Au occupy the same space and an Es contact will overwrite an Au contact.
% The reverse is not true. The Au symbol does not overwrite the Es color patch.
% For any grid, list the Au contact after the Es contact.
% White space is not allowed anywhere in file.
% ie Do not have anything (even a blank) following the grid square symbol.
%
grid:50:Es:EM84:comment field
grid:50:Es:EM85:comment field
grid:50:Es:EM86:comment field
grid:50:Es:EM87:comment field
grid:50:Es:EM88:comment field
grid:50:Es:EM89:comment field
grid:50:Es:EN80:comment field
grid:50:Es:EN81:comment field
grid:50:Es:EN82:comment field
grid:50:Es:EN83:comment field
grid:50:Es:EN84:comment field
grid:50:Es:EL94:comment field
grid:50:Es:EL95:comment field
grid:50:Es:EL96:comment field
grid:50:Es:EL97:comment field
grid:50:Es:EL98:comment field
grid:50:Es:EL99:comment field
grid:50:Es:EM90:comment field
grid:50:Es:EM91:comment field
grid:50:Es:EM92:comment field
grid:50:Es:EM93:comment field
grid:50:Es:EM94:comment field
grid:50:Es:EM95:comment field
grid:50:Es:EM96:comment field
grid:50:Es:EM97:comment field
grid:50:Es:EM98:comment field
grid:50:Es:EM99:comment field
grid:50:Es:EN91:comment field
grid:50:Es:EN93:comment field
grid:50:Es:EN94:comment field
grid:50:Es:FM14:comment field
grid:50:Es:FM15:comment field
grid:50:Es:FM16:comment field
grid:50:Es:FM17:comment field
grid:50:Es:FM18:comment field
grid:50:Es:FM19:comment field
grid:50:Es:FN12:comment field
grid:50:Es:FN13:comment field
grid:50:Es:FN73:comment field
grid:50:Es:FN74:comment field
grid:50:Es:FN75:comment field
grid:50:Es:FN76:comment field
%--------------------------------------
%--------------------------------------gridw3ep.dat
